command	numseqs	k	ss	time(s)
prep	125			25.342925786972046
ctree	125	6	500	25.35776376724243
ctree	125	6	750	26.200130462646484
ctree	125	6	1000	25.23683261871338
ctree	125	6	2500	25.104331731796265
ctree	125	6	5000	25.10805058479309
ctree	125	6	7500	25.169368505477905
ctree	125	6	10000	25.91310977935791
ctree	125	8	500	29.354185581207275
ctree	125	8	750	30.40616726875305
ctree	125	8	1000	29.260390758514404
ctree	125	8	2500	29.66429591178894
ctree	125	8	5000	29.17474102973938
ctree	125	8	7500	30.607848167419434
ctree	125	8	10000	29.732764959335327
ctree	125	10	500	45.3817675113678
ctree	125	10	750	44.48432397842407
ctree	125	10	1000	44.07131266593933
ctree	125	10	2500	44.18957710266113
ctree	125	10	5000	44.95493030548096
ctree	125	10	7500	45.12291741371155
ctree	125	10	10000	44.06657028198242
ctree	125	12	500	56.49519896507263
ctree	125	12	750	56.74636149406433
ctree	125	12	1000	56.46935439109802
ctree	125	12	2500	56.48552322387695
ctree	125	12	5000	56.776721239089966
ctree	125	12	7500	57.12868642807007
ctree	125	12	10000	57.27280569076538
ctree	125	14	500	61.239753007888794
ctree	125	14	750	61.77855563163757
ctree	125	14	1000	61.47853064537048
ctree	125	14	2500	61.54278564453125
ctree	125	14	5000	62.05571246147156
ctree	125	14	7500	62.14208197593689
ctree	125	14	10000	64.84595918655396
ctree	125	16	500	63.51915884017944
ctree	125	16	750	63.87443017959595
ctree	125	16	1000	63.58833050727844
ctree	125	16	2500	61.698851108551025
ctree	125	16	5000	62.71196532249451
ctree	125	16	7500	62.502859354019165
ctree	125	16	10000	62.59107971191406
ctree	125	18	500	65.70480728149414
ctree	125	18	750	64.37801909446716
ctree	125	18	1000	65.13502407073975
ctree	125	18	2500	64.26336812973022
ctree	125	18	5000	63.699016094207764
ctree	125	18	7500	63.448007345199585
ctree	125	18	10000	62.862443923950195
prep	150			31.420249700546265
ctree	150	6	500	27.41094207763672
ctree	150	6	750	27.82951021194458
ctree	150	6	1000	27.66376519203186
ctree	150	6	2500	27.69001293182373
ctree	150	6	5000	27.51292395591736
ctree	150	6	7500	27.965410232543945
ctree	150	6	10000	28.343529224395752
ctree	150	8	500	32.59001588821411
ctree	150	8	750	32.863311529159546
ctree	150	8	1000	32.64916658401489
ctree	150	8	2500	32.41676712036133
ctree	150	8	5000	33.45334005355835
ctree	150	8	7500	32.2418532371521
ctree	150	8	10000	32.95581364631653
ctree	150	10	500	48.732053995132446
ctree	150	10	750	48.86540412902832
ctree	150	10	1000	49.030433654785156
ctree	150	10	2500	49.494755029678345
ctree	150	10	5000	48.937520027160645
ctree	150	10	7500	47.976221799850464
ctree	150	10	10000	48.436317920684814
ctree	150	12	500	62.47169065475464
ctree	150	12	750	61.80034160614014
ctree	150	12	1000	61.62738656997681
ctree	150	12	2500	63.25357389450073
ctree	150	12	5000	61.96489858627319
ctree	150	12	7500	61.83899807929993
ctree	150	12	10000	61.3964307308197
ctree	150	14	500	67.07066607475281
ctree	150	14	750	68.53101658821106
ctree	150	14	1000	68.64526677131653
ctree	150	14	2500	68.57825040817261
ctree	150	14	5000	69.26825523376465
ctree	150	14	7500	70.35582709312439
ctree	150	14	10000	68.54522275924683
ctree	150	16	500	68.66807079315186
ctree	150	16	750	69.03745198249817
ctree	150	16	1000	68.6593565940857
ctree	150	16	2500	69.58186531066895
ctree	150	16	5000	69.93987107276917
ctree	150	16	7500	69.97135972976685
ctree	150	16	10000	70.65426087379456
ctree	150	18	500	70.39403915405273
ctree	150	18	750	69.08155965805054
ctree	150	18	1000	69.27588510513306
ctree	150	18	2500	69.26073813438416
ctree	150	18	5000	69.41102409362793
ctree	150	18	7500	70.2694821357727
ctree	150	18	10000	70.37346863746643
prep	175			33.93948221206665
ctree	175	6	500	32.59184455871582
ctree	175	6	750	33.94758987426758
ctree	175	6	1000	32.789857149124146
ctree	175	6	2500	33.6402473449707
ctree	175	6	5000	32.87633442878723
ctree	175	6	7500	33.522467613220215
ctree	175	6	10000	33.011494636535645
ctree	175	8	500	38.876219749450684
ctree	175	8	750	39.074368715286255
ctree	175	8	1000	38.362060546875
ctree	175	8	2500	39.63713192939758
ctree	175	8	5000	39.269776582717896
ctree	175	8	7500	38.2608962059021
ctree	175	8	10000	38.93502736091614
ctree	175	10	500	59.63134789466858
ctree	175	10	750	58.69391846656799
ctree	175	10	1000	58.75185704231262
ctree	175	10	2500	59.93318963050842
ctree	175	10	5000	57.76579713821411
ctree	175	10	7500	57.80358576774597
ctree	175	10	10000	57.834213733673096
ctree	175	12	500	74.96233129501343
ctree	175	12	750	74.8938090801239
ctree	175	12	1000	75.57951188087463
ctree	175	12	2500	75.4148621559143
ctree	175	12	5000	75.97299480438232
ctree	175	12	7500	75.65973401069641
ctree	175	12	10000	74.27288365364075
ctree	175	14	500	81.31756043434143
ctree	175	14	750	81.43208479881287
ctree	175	14	1000	82.09746170043945
ctree	175	14	2500	81.68135356903076
ctree	175	14	5000	82.17633938789368
ctree	175	14	7500	82.41209840774536
ctree	175	14	10000	81.68980002403259
ctree	175	16	500	82.99233818054199
ctree	175	16	750	82.91317510604858
ctree	175	16	1000	83.73086643218994
ctree	175	16	2500	84.1216721534729
ctree	175	16	5000	85.63578224182129
ctree	175	16	7500	84.02292990684509
ctree	175	16	10000	83.5327479839325
ctree	175	18	500	82.96391248703003
ctree	175	18	750	84.87965989112854
ctree	175	18	1000	84.34295606613159
ctree	175	18	2500	84.86762428283691
ctree	175	18	5000	84.21502041816711
ctree	175	18	7500	84.51027584075928
ctree	175	18	10000	85.11155438423157
prep	200			36.24466156959534
ctree	200	6	500	39.013835430145264
ctree	200	6	750	38.80585551261902
ctree	200	6	1000	38.025880575180054
ctree	200	6	2500	38.8224823474884
ctree	200	6	5000	37.839025259017944
ctree	200	6	7500	38.5124294757843
ctree	200	6	10000	39.10557317733765
ctree	200	8	500	44.790024280548096
ctree	200	8	750	45.23904585838318
ctree	200	8	1000	45.89558792114258
ctree	200	8	2500	45.34207105636597
ctree	200	8	5000	45.31503081321716
ctree	200	8	7500	45.33333897590637
ctree	200	8	10000	45.81818342208862
ctree	200	10	500	67.6439437866211
ctree	200	10	750	67.38479256629944
ctree	200	10	1000	66.7999153137207
ctree	200	10	2500	68.72157883644104
ctree	200	10	5000	67.99776005744934
ctree	200	10	7500	68.00809454917908
ctree	200	10	10000	68.14387488365173
ctree	200	12	500	87.42146492004395
ctree	200	12	750	85.4508490562439
ctree	200	12	1000	85.75201606750488
ctree	200	12	2500	86.7236716747284
ctree	200	12	5000	87.94817423820496
ctree	200	12	7500	88.67262291908264
ctree	200	12	10000	88.52342343330383
ctree	200	14	500	96.1659255027771
ctree	200	14	750	94.47249913215637
ctree	200	14	1000	95.02400493621826
ctree	200	14	2500	96.10428810119629
ctree	200	14	5000	96.32888340950012
ctree	200	14	7500	96.88871335983276
ctree	200	14	10000	96.29883098602295
ctree	200	16	500	97.20017194747925
ctree	200	16	750	96.90939354896545
ctree	200	16	1000	98.13295221328735
ctree	200	16	2500	102.04998731613159
ctree	200	16	5000	99.6148521900177
ctree	200	16	7500	98.98257350921631
ctree	200	16	10000	98.31388449668884
ctree	200	18	500	97.2857894897461
ctree	200	18	750	100.24827003479004
ctree	200	18	1000	101.44305682182312
ctree	200	18	2500	99.32745218276978
ctree	200	18	5000	99.50733137130737
ctree	200	18	7500	98.84624934196472
ctree	200	18	10000	98.05285906791687
prep	25			6.055377721786499
ctree	25	6	500	9.014667510986328
ctree	25	6	750	8.930609703063965
ctree	25	6	1000	8.956324815750122
ctree	25	6	2500	8.723730564117432
ctree	25	6	5000	8.892944812774658
ctree	25	6	7500	8.869816303253174
ctree	25	6	10000	9.195074319839478
ctree	25	8	500	9.831345796585083
ctree	25	8	750	10.223784685134888
ctree	25	8	1000	9.796590089797974
ctree	25	8	2500	10.078243017196655
ctree	25	8	5000	9.944664716720581
ctree	25	8	7500	10.477962017059326
ctree	25	8	10000	9.9335298538208
ctree	25	10	500	13.32555890083313
ctree	25	10	750	13.56749677658081
ctree	25	10	1000	14.160677194595337
ctree	25	10	2500	13.753077507019043
ctree	25	10	5000	13.21656584739685
ctree	25	10	7500	13.237468481063843
ctree	25	10	10000	13.748863220214844
ctree	25	12	500	17.05243730545044
ctree	25	12	750	16.399929523468018
ctree	25	12	1000	16.721579551696777
ctree	25	12	2500	16.496274709701538
ctree	25	12	5000	16.988476991653442
ctree	25	12	7500	17.19621181488037
ctree	25	12	10000	16.934592247009277
ctree	25	14	500	18.702150583267212
ctree	25	14	750	18.03653621673584
ctree	25	14	1000	17.759161710739136
ctree	25	14	2500	18.106299877166748
ctree	25	14	5000	18.134159564971924
ctree	25	14	7500	17.95213007926941
ctree	25	14	10000	18.05230474472046
ctree	25	16	500	18.864338636398315
ctree	25	16	750	18.033382177352905
ctree	25	16	1000	17.66763210296631
ctree	25	16	2500	18.564151287078857
ctree	25	16	5000	17.72143578529358
ctree	25	16	7500	17.70187783241272
ctree	25	16	10000	18.09878897666931
ctree	25	18	500	17.924501180648804
ctree	25	18	750	18.09897756576538
ctree	25	18	1000	18.15162205696106
ctree	25	18	2500	18.539733171463013
ctree	25	18	5000	18.32600998878479
ctree	25	18	7500	18.602153778076172
ctree	25	18	10000	19.232762575149536
prep	50			10.75352168083191
ctree	50	6	500	13.291287183761597
ctree	50	6	750	13.200557947158813
ctree	50	6	1000	13.148754835128784
ctree	50	6	2500	13.085423469543457
ctree	50	6	5000	13.361786365509033
ctree	50	6	7500	13.210012197494507
ctree	50	6	10000	13.136536598205566
ctree	50	8	500	15.455184698104858
ctree	50	8	750	14.999523878097534
ctree	50	8	1000	15.005583047866821
ctree	50	8	2500	14.854939699172974
ctree	50	8	5000	15.802098035812378
ctree	50	8	7500	14.937429428100586
ctree	50	8	10000	14.775602340698242
ctree	50	10	500	21.15753674507141
ctree	50	10	750	20.972461462020874
ctree	50	10	1000	21.20913004875183
ctree	50	10	2500	21.38866400718689
ctree	50	10	5000	20.689987659454346
ctree	50	10	7500	20.7694730758667
ctree	50	10	10000	21.576857805252075
ctree	50	12	500	26.176373720169067
ctree	50	12	750	26.22715711593628
ctree	50	12	1000	25.96550965309143
ctree	50	12	2500	26.06108283996582
ctree	50	12	5000	26.756473541259766
ctree	50	12	7500	25.89047384262085
ctree	50	12	10000	27.13041043281555
ctree	50	14	500	28.616122722625732
ctree	50	14	750	30.585492849349976
ctree	50	14	1000	28.685879230499268
ctree	50	14	2500	29.270566940307617
ctree	50	14	5000	29.185773372650146
ctree	50	14	7500	30.13213038444519
ctree	50	14	10000	28.88134527206421
ctree	50	16	500	30.35342502593994
ctree	50	16	750	29.79301404953003
ctree	50	16	1000	30.638108491897583
ctree	50	16	2500	29.816821336746216
ctree	50	16	5000	30.021098375320435
ctree	50	16	7500	29.624040126800537
ctree	50	16	10000	30.187554121017456
ctree	50	18	500	29.98558259010315
ctree	50	18	750	30.105304479599
ctree	50	18	1000	30.540931940078735
ctree	50	18	2500	31.181619882583618
ctree	50	18	5000	30.109645128250122
ctree	50	18	7500	30.386077165603638
ctree	50	18	10000	30.488379955291748
prep	75			15.347790718078613
ctree	75	6	500	19.341163873672485
ctree	75	6	750	18.65458655357361
ctree	75	6	1000	18.66328454017639
ctree	75	6	2500	19.02924394607544
ctree	75	6	5000	18.546560764312744
ctree	75	6	7500	18.38612151145935
ctree	75	6	10000	19.33467173576355
ctree	75	8	500	21.260950803756714
ctree	75	8	750	21.22921395301819
ctree	75	8	1000	22.435296297073364
ctree	75	8	2500	21.308385133743286
ctree	75	8	5000	21.182931661605835
ctree	75	8	7500	21.988837957382202
ctree	75	8	10000	21.174079418182373
ctree	75	10	500	32.267334938049316
ctree	75	10	750	31.287153005599976
ctree	75	10	1000	32.84763813018799
ctree	75	10	2500	31.7892587184906
ctree	75	10	5000	32.45420551300049
ctree	75	10	7500	31.177831411361694
ctree	75	10	10000	31.901331424713135
ctree	75	12	500	40.09808921813965
ctree	75	12	750	39.496596813201904
ctree	75	12	1000	40.678428173065186
ctree	75	12	2500	39.79950499534607
ctree	75	12	5000	38.99888205528259
ctree	75	12	7500	39.99872088432312
ctree	75	12	10000	40.06647968292236
ctree	75	14	500	44.322770833969116
ctree	75	14	750	45.22006869316101
ctree	75	14	1000	44.81560254096985
ctree	75	14	2500	43.728516578674316
ctree	75	14	5000	43.79585838317871
ctree	75	14	7500	44.44200420379639
ctree	75	14	10000	44.02269005775452
ctree	75	16	500	44.64698123931885
ctree	75	16	750	45.5790057182312
ctree	75	16	1000	44.947412729263306
ctree	75	16	2500	45.57728028297424
ctree	75	16	5000	46.03877568244934
ctree	75	16	7500	44.6276319026947
ctree	75	16	10000	45.77592468261719
ctree	75	18	500	45.00949692726135
ctree	75	18	750	44.771668672561646
ctree	75	18	1000	44.90832328796387
ctree	75	18	2500	45.6059033870697
ctree	75	18	5000	45.41634774208069
ctree	75	18	7500	44.65599703788757
ctree	75	18	10000	44.8810601234436
prep	100			15.789884090423584
ctree	100	6	500	19.409790515899658
ctree	100	6	750	19.390856981277466
ctree	100	6	1000	19.49770212173462
ctree	100	6	2500	19.87950325012207
ctree	100	6	5000	19.5600802898407
ctree	100	6	7500	19.58362364768982
ctree	100	6	10000	19.768511533737183
ctree	100	8	500	22.52664351463318
ctree	100	8	750	23.071791648864746
ctree	100	8	1000	22.59137797355652
ctree	100	8	2500	22.597166538238525
ctree	100	8	5000	23.659942150115967
ctree	100	8	7500	22.595644235610962
ctree	100	8	10000	22.740422248840332
ctree	100	10	500	33.69103693962097
ctree	100	10	750	34.38596820831299
ctree	100	10	1000	33.5783007144928
ctree	100	10	2500	34.19240736961365
ctree	100	10	5000	33.31123971939087
ctree	100	10	7500	34.53612804412842
ctree	100	10	10000	33.44392681121826
ctree	100	12	500	42.72118782997131
ctree	100	12	750	42.92489552497864
ctree	100	12	1000	42.36347937583923
ctree	100	12	2500	41.77649712562561
ctree	100	12	5000	42.940646171569824
ctree	100	12	7500	43.31553649902344
ctree	100	12	10000	42.65522646903992
ctree	100	14	500	47.63884210586548
ctree	100	14	750	47.29870533943176
ctree	100	14	1000	47.367180824279785
ctree	100	14	2500	47.01944017410278
ctree	100	14	5000	46.561400175094604
ctree	100	14	7500	47.26514220237732
ctree	100	14	10000	47.19976353645325
ctree	100	16	500	47.904088497161865
ctree	100	16	750	47.60961890220642
ctree	100	16	1000	47.384798765182495
ctree	100	16	2500	48.21943950653076
ctree	100	16	5000	48.121044874191284
ctree	100	16	7500	48.5045063495636
ctree	100	16	10000	47.533862590789795
ctree	100	18	500	47.58596873283386
ctree	100	18	750	49.12435293197632
ctree	100	18	1000	49.02868032455444
ctree	100	18	2500	49.175662994384766
ctree	100	18	5000	48.43020296096802
ctree	100	18	7500	48.31401801109314
ctree	100	18	10000	48.20963191986084
prep	125			24.192006826400757
ctree	125	6	500	24.019127130508423
ctree	125	6	750	23.97640633583069
ctree	125	6	1000	24.496673583984375
ctree	125	6	2500	24.227293014526367
ctree	125	6	5000	24.4192111492157
ctree	125	6	7500	24.019044876098633
ctree	125	6	10000	23.969857215881348
ctree	125	8	500	28.88982343673706
ctree	125	8	750	27.983745336532593
ctree	125	8	1000	29.015263319015503
ctree	125	8	2500	28.305582284927368
ctree	125	8	5000	29.14933204650879
ctree	125	8	7500	28.127493381500244
ctree	125	8	10000	29.400405168533325
ctree	125	10	500	42.212886810302734
ctree	125	10	750	42.261971950531006
ctree	125	10	1000	42.419841051101685
ctree	125	10	2500	42.00417470932007
ctree	125	10	5000	42.11176538467407
ctree	125	10	7500	42.50924634933472
ctree	125	10	10000	42.045076847076416
ctree	125	12	500	52.78892540931702
ctree	125	12	750	52.933908224105835
ctree	125	12	1000	53.389851808547974
ctree	125	12	2500	53.591951847076416
ctree	125	12	5000	54.09292769432068
ctree	125	12	7500	53.96918201446533
ctree	125	12	10000	53.599793434143066
ctree	125	14	500	58.98982286453247
ctree	125	14	750	58.94576597213745
ctree	125	14	1000	58.34197735786438
ctree	125	14	2500	58.296860456466675
ctree	125	14	5000	58.752225160598755
ctree	125	14	7500	59.37135028839111
ctree	125	14	10000	58.36745643615723
ctree	125	16	500	59.15843439102173
ctree	125	16	750	60.07057476043701
ctree	125	16	1000	59.9593243598938
ctree	125	16	2500	59.912638425827026
ctree	125	16	5000	59.39281487464905
ctree	125	16	7500	59.08336544036865
ctree	125	16	10000	59.21584415435791
ctree	125	18	500	60.705846548080444
ctree	125	18	750	60.32543873786926
ctree	125	18	1000	59.707504749298096
ctree	125	18	2500	59.50185465812683
ctree	125	18	5000	60.11390471458435
ctree	125	18	7500	60.03852677345276
ctree	125	18	10000	60.22995591163635
prep	150			24.324527740478516
ctree	150	6	500	27.116154670715332
ctree	150	6	750	27.059614896774292
ctree	150	6	1000	27.016364336013794
ctree	150	6	2500	26.993452310562134
ctree	150	6	5000	27.038389444351196
ctree	150	6	7500	27.752896785736084
ctree	150	6	10000	26.94933772087097
ctree	150	8	500	32.57245898246765
ctree	150	8	750	31.123324871063232
ctree	150	8	1000	32.321776151657104
ctree	150	8	2500	31.252513647079468
ctree	150	8	5000	32.49202060699463
ctree	150	8	7500	31.408376932144165
ctree	150	8	10000	31.431483268737793
ctree	150	10	500	46.817543506622314
ctree	150	10	750	47.51021480560303
ctree	150	10	1000	46.4174907207489
ctree	150	10	2500	47.541203022003174
ctree	150	10	5000	46.85355544090271
ctree	150	10	7500	46.97826910018921
ctree	150	10	10000	46.20901894569397
ctree	150	12	500	59.06095838546753
ctree	150	12	750	59.40839385986328
ctree	150	12	1000	59.414839029312134
ctree	150	12	2500	59.780369997024536
ctree	150	12	5000	59.89978313446045
ctree	150	12	7500	59.03921842575073
ctree	150	12	10000	59.64130520820618
ctree	150	14	500	66.30836319923401
ctree	150	14	750	66.0420937538147
ctree	150	14	1000	66.8247218132019
ctree	150	14	2500	66.43453979492188
ctree	150	14	5000	67.47515511512756
ctree	150	14	7500	68.19946050643921
ctree	150	14	10000	66.92388820648193
ctree	150	16	500	67.51428198814392
ctree	150	16	750	68.66417169570923
ctree	150	16	1000	67.71307730674744
ctree	150	16	2500	70.04769802093506
ctree	150	16	5000	71.6973204612732
ctree	150	16	7500	69.9540913105011
ctree	150	16	10000	69.80068469047546
ctree	150	18	500	69.06457734107971
ctree	150	18	750	68.26150822639465
ctree	150	18	1000	68.29420161247253
ctree	150	18	2500	68.19204759597778
ctree	150	18	5000	68.6152994632721
ctree	150	18	7500	69.55651426315308
ctree	150	18	10000	70.62122106552124
prep	175			28.95158338546753
ctree	175	6	500	31.39522409439087
ctree	175	6	750	32.42371082305908
ctree	175	6	1000	32.24862098693848
ctree	175	6	2500	31.80359411239624
ctree	175	6	5000	31.891488552093506
ctree	175	6	7500	31.456815719604492
ctree	175	6	10000	31.53182625770569
ctree	175	8	500	36.59815311431885
ctree	175	8	750	36.9540753364563
ctree	175	8	1000	36.01858425140381
ctree	175	8	2500	36.98806667327881
ctree	175	8	5000	36.662312030792236
ctree	175	8	7500	36.28307747840881
ctree	175	8	10000	36.39771342277527
ctree	175	10	500	55.72414493560791
ctree	175	10	750	54.721940994262695
ctree	175	10	1000	55.92385220527649
ctree	175	10	2500	56.06920385360718
ctree	175	10	5000	54.390129804611206
ctree	175	10	7500	54.29128074645996
ctree	175	10	10000	54.82989001274109
ctree	175	12	500	69.01469254493713
ctree	175	12	750	69.57390093803406
ctree	175	12	1000	71.63131761550903
ctree	175	12	2500	71.499671459198
ctree	175	12	5000	71.82135963439941
ctree	175	12	7500	72.10110783576965
ctree	175	12	10000	70.27663588523865
ctree	175	14	500	76.90951228141785
ctree	175	14	750	76.6970899105072
ctree	175	14	1000	77.34708189964294
ctree	175	14	2500	79.38634467124939
ctree	175	14	5000	79.83874845504761
ctree	175	14	7500	79.33257746696472
ctree	175	14	10000	79.92391347885132
ctree	175	16	500	79.13174724578857
ctree	175	16	750	79.10354328155518
ctree	175	16	1000	79.10021948814392
ctree	175	16	2500	79.98070955276489
ctree	175	16	5000	81.05423498153687
ctree	175	16	7500	82.78881859779358
ctree	175	16	10000	83.32041263580322
ctree	175	18	500	82.29338693618774
ctree	175	18	750	81.4840760231018
ctree	175	18	1000	80.23770356178284
ctree	175	18	2500	80.34814500808716
ctree	175	18	5000	82.37326669692993
ctree	175	18	7500	82.09856796264648
ctree	175	18	10000	81.59262800216675
prep	200			38.128430128097534
ctree	200	6	500	38.98967528343201
ctree	200	6	750	38.16325354576111
ctree	200	6	1000	38.75530219078064
ctree	200	6	2500	39.28144669532776
ctree	200	6	5000	38.80110740661621
ctree	200	6	7500	38.38698887825012
ctree	200	6	10000	38.83483266830444
ctree	200	8	500	44.86238241195679
ctree	200	8	750	44.82534122467041
ctree	200	8	1000	45.88005185127258
ctree	200	8	2500	46.05593729019165
ctree	200	8	5000	44.961546421051025
ctree	200	8	7500	45.351176023483276
ctree	200	8	10000	46.01664090156555
ctree	200	10	500	68.72511124610901
ctree	200	10	750	68.77783679962158
ctree	200	10	1000	67.98648524284363
ctree	200	10	2500	68.85556840896606
ctree	200	10	5000	68.17269849777222
ctree	200	10	7500	68.82137966156006
ctree	200	10	10000	69.36274266242981
ctree	200	12	500	88.5667040348053
ctree	200	12	750	88.69631242752075
ctree	200	12	1000	88.33825397491455
ctree	200	12	2500	87.3958146572113
ctree	200	12	5000	87.08335757255554
ctree	200	12	7500	88.31872701644897
ctree	200	12	10000	89.5516185760498
ctree	200	14	500	98.14872074127197
ctree	200	14	750	97.64896607398987
ctree	200	14	1000	96.58068609237671
ctree	200	14	2500	95.4491183757782
ctree	200	14	5000	97.79509234428406
ctree	200	14	7500	99.76022481918335
ctree	200	14	10000	98.99302268028259
ctree	200	16	500	99.8757996559143
ctree	200	16	750	98.09010577201843
ctree	200	16	1000	98.68321251869202
ctree	200	16	2500	100.133859872818
ctree	200	16	5000	100.46382522583008
ctree	200	16	7500	102.8265905380249
ctree	200	16	10000	100.09660315513611
ctree	200	18	500	99.47207856178284
ctree	200	18	750	98.98374462127686
ctree	200	18	1000	100.34331369400024
ctree	200	18	2500	102.07007908821106
ctree	200	18	5000	102.0117654800415
ctree	200	18	7500	101.3986463546753
ctree	200	18	10000	99.83990573883057
